;BOUWJAAR_PAND;VLOEROPPERVLAK_VERBLIJFSOBJECT;age;app_advance_payment_adjustment_last_year;app_check_advance_payment_last_year;app_determine_day_of_payment_last_year;app_mandate_no_last_year;app_mandate_yes_last_year;app_transaction_request_last_year;bought_toon;electricity_annual_consumption_estimated_offpeak;electricity_annual_consumption_estimated_peak;electricity_annual_consumption_estimated_total;electricity_last_contract_annual_consumption_estimated_offpeak;electricity_last_contract_annual_consumption_estimated_peak;electricity_last_contract_annual_consumption_estimated_total;electricity_last_contract_term;gas_annual_consumption_estimated;gas_last_contract_annual_consumption_estimated;has_active_boiler_rent_contract;has_active_electricity_contract;has_phone_number;province;web_os_other_last_year
14776;2009;81;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;430;461;891;430;461;891;INDEFINITE;193;193;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14777;2012;269;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;5062;4270;9332;5062;4270;9332;1 YEAR;2280;2280;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14778;1964;209;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;1833;1833;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14779;2009;76;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;313;467;780;313;467;780;INDEFINITE;407;407;FALSE;TRUE;TRUE;GELDERLAND;FALSE
14780;1961;102;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;3704;3704;;;1865;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14781;2005;73;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;851;1176;2027;851;1176;2027;INDEFINITE;877;877;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14782;1991;59;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;449;472;921;449;472;921;INDEFINITE;611;611;FALSE;TRUE;TRUE;UTRECHT;FALSE
14783;1947;195;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2834;1898;4732;2834;1898;4732;INDEFINITE;1878;1878;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14784;1984;68;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;896;563;1459;882;506;1388;INDEFINITE;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14785;1968;60;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1709;1709;;1709;1709;INDEFINITE;22;22;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14786;1985;48;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;389;526;915;389;526;915;INDEFINITE;496;496;FALSE;TRUE;TRUE;UTRECHT;FALSE
14787;1952;95;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1157;1012;2169;1157;1012;2169;4 YEARS;1394;1394;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14788;1977;154;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1357;1851;3208;1357;1851;3208;1 YEAR;1802;1802;FALSE;TRUE;TRUE;DRENTHE;FALSE
14789;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;305;435;740;305;435;740;INDEFINITE;335;335;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14790;1983;99;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1139;1010;2149;1139;1010;2149;INDEFINITE;708;708;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14791;1970;89;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
14792;1995;93;51;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;741;861;1588;741;830;1571;3 YEARS;602;602;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14793;1985;97;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2423;2352;4775;2423;2352;4775;3 YEARS;1847;1835;FALSE;TRUE;TRUE;UTRECHT;FALSE
14794;1996;87;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1612;1498;3110;1612;1498;3110;INDEFINITE;1665;1665;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14795;1935;87;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;3569;3569;;3569;3569;3 YEARS;2234;2222;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14796;1937;142;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1881;2493;4374;1881;2493;4374;3 YEARS;1233;1233;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14797;1931;118;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1067;821;1888;1067;821;1888;4 YEARS;939;939;FALSE;TRUE;TRUE;UTRECHT;FALSE
14798;1989;70;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1378;1383;2761;1378;1383;2761;4 YEARS;1241;1241;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14799;1978;110;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2416;3037;5453;2416;3037;5453;INDEFINITE;970;970;TRUE;TRUE;TRUE;UTRECHT;FALSE
14800;1930;132;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3602;1318;3602;3602;0;3602;4 YEARS;1774;1774;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14801;1967;54;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;724;1017;1741;724;1017;1741;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14802;1963;75;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2536;2536;;2536;2536;4 YEARS;1085;1085;FALSE;TRUE;TRUE;NOORD-HOLLAND;FALSE
14803;1936;118;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1533;1533;;1533;1533;INDEFINITE;1111;1111;FALSE;TRUE;TRUE;UTRECHT;FALSE
14804;1960;65;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;464;549;1013;464;549;1013;3 YEARS;439;439;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14805;1930;110;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;8912;8575;17487;8912;8575;17487;INDEFINITE;4836;4836;FALSE;TRUE;TRUE;OVERIJSSEL;FALSE
14806;1983;30;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;818;781;1599;818;781;1599;1 YEAR;707;707;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14807;1978;96;70;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1885;1995;3880;1885;1995;3880;INDEFINITE;1314;1314;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14808;2007;144;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2190;2159;4349;2190;2159;4349;INDEFINITE;753;753;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14809;1995;60;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;912;918;1830;912;918;1830;INDEFINITE;1489;1489;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14810;1988;165;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;3144;3144;;3144;3144;1 YEAR;1746;1746;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14811;2007;135;42;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1653;1574;3227;1653;1574;3227;3 YEARS;856;856;FALSE;TRUE;TRUE;UTRECHT;FALSE
14812;1923;153;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;828;1123;1951;828;1123;1951;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14813;1983;94;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1635;1656;3291;1635;1656;3291;INDEFINITE;694;694;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14814;1968;82;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1045;396;1441;3 YEARS;;1085;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14815;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;37741;82995;120736;37741;82995;120736;3 YEARS;4343;4343;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14816;1993;128;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1242;1136;2378;1242;1136;2378;4 YEARS;771;771;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14817;1923;227;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3176;3623;6799;3176;3623;6799;3 YEARS;2801;2801;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14818;1991;121;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1652;1993;3645;1652;1993;3645;INDEFINITE;1242;1242;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14819;1950;89;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1060;914;1974;1060;914;1974;1 YEAR;789;789;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14820;1996;196;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1097;994;2091;1097;994;2091;INDEFINITE;1346;1346;FALSE;TRUE;TRUE;UTRECHT;FALSE
14821;1972;65;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2113;1138;3251;;;65;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14822;2013;106;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2111;2647;4758;2111;2647;4758;3 YEARS;;1134;FALSE;TRUE;TRUE;UTRECHT;FALSE
14823;1984;117;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1941;1863;3804;1941;1863;3804;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14824;1952;112;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2119;2119;;2119;2119;INDEFINITE;1501;1501;FALSE;TRUE;TRUE;LIMBURG;FALSE
14825;1955;278;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;5682;4614;10296;5682;4614;10296;INDEFINITE;2491;2491;FALSE;TRUE;TRUE;LIMBURG;FALSE
14826;1975;136;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1058;1417;2475;1058;1417;2475;INDEFINITE;1178;1178;FALSE;TRUE;TRUE;UTRECHT;FALSE
14827;1996;114;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2064;2126;4190;2064;2126;4190;INDEFINITE;962;962;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14828;2000;131;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1125;1268;2393;1125;1268;2393;INDEFINITE;1005;1005;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14829;1930;186;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1914;1537;3451;1914;1537;3451;INDEFINITE;2202;2202;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14830;1996;75;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;593;270;863;593;270;863;INDEFINITE;126;126;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14831;1994;159;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1193;1858;3051;1193;1858;3051;INDEFINITE;1690;1690;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14832;2008;97;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;INDEFINITE;;2337;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14833;1900;121;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;494;589;1083;494;589;1083;INDEFINITE;944;944;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14834;1991;161;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;2082;2901;4983;INDEFINITE;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14835;1968;84;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1698;1464;3162;1698;1464;3162;INDEFINITE;1101;1101;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14836;2010;106;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14837;1972;89;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;443;590;1033;443;590;1033;INDEFINITE;1103;1103;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14838;1970;305;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;6409;5446;11855;6409;5446;11855;3 YEARS;4767;4613;FALSE;TRUE;TRUE;GRONINGEN;FALSE
14839;1984;78;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;398;398;796;398;398;796;INDEFINITE;851;851;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14840;1966;100;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1517;1600;3117;1517;1600;3117;INDEFINITE;2480;2480;FALSE;TRUE;TRUE;UTRECHT;FALSE
14841;1982;88;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14842;1972;89;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14843;;;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;77;77;;77;77;INDEFINITE;;;FALSE;TRUE;TRUE;;FALSE
14844;1993;143;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2393;2637;5030;2393;2637;5030;INDEFINITE;1591;1591;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14845;1931;149;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1272;2087;3359;1272;2087;3359;INDEFINITE;2224;2224;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14846;2010;93;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1047;1222;2269;1047;1222;2269;INDEFINITE;;726;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14847;1971;106;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2023;2357;4380;2023;2357;4380;INDEFINITE;1221;1221;FALSE;TRUE;TRUE;UTRECHT;FALSE
14848;1976;92;63;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1020;1252;2272;1020;1252;2272;INDEFINITE;1407;1407;FALSE;TRUE;TRUE;UTRECHT;FALSE
14849;2000;72;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;441;662;1103;441;662;1103;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14850;1970;115;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2022;3128;5150;2022;3128;5150;INDEFINITE;1735;1735;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14851;1973;118;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3425;1234;4659;3425;1234;4659;4 YEARS;1203;1203;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14852;1970;144;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1432;1530;2962;1432;1530;2962;3 YEARS;2743;2743;FALSE;TRUE;TRUE;GELDERLAND;FALSE
14853;1991;54;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1037;744;1781;1037;744;1781;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14854;;;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;312;361;673;312;361;673;1 YEAR;396;396;FALSE;TRUE;TRUE;;FALSE
14855;1929;74;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;2740;2740;0;2740;2740;1 YEAR;1093;1093;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14856;1974;125;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1519;1944;3463;1519;1944;3463;INDEFINITE;1029;1029;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14857;2016;300;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2951;3450;6401;2951;3450;6401;4 YEARS;2578;2578;FALSE;TRUE;TRUE;GELDERLAND;FALSE
14858;1974;114;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;615;769;1384;615;769;1384;3 YEARS;843;299;FALSE;TRUE;TRUE;UTRECHT;FALSE
14859;1984;118;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2238;2870;5108;2238;2870;5108;INDEFINITE;926;926;FALSE;TRUE;TRUE;UTRECHT;FALSE
14860;1990;186;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;831;831;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14861;;;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;1466;1466;;1466;1466;3 YEARS;8558;1035;FALSE;TRUE;TRUE;;FALSE
14862;1957;136;42;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2131;1844;3975;2131;1844;3975;INDEFINITE;2026;2026;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14863;1980;90;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;965;1041;2006;965;1041;2006;INDEFINITE;747;747;FALSE;TRUE;TRUE;UTRECHT;FALSE
14864;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;9675;13912;23587;9675;13912;23587;INDEFINITE;3905;3905;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14865;1956;65;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;933;1079;2012;933;1079;2012;INDEFINITE;645;645;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14866;1971;114;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;872;1096;1968;872;1096;1968;INDEFINITE;1;1;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14867;1915;99;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2112;2112;;2112;2112;INDEFINITE;1449;1449;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14868;1920;73;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;682;1231;1913;682;1231;1913;INDEFINITE;992;992;TRUE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14869;1989;90;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1401;2135;3536;1401;2135;3536;INDEFINITE;1016;1016;FALSE;TRUE;TRUE;UTRECHT;FALSE
14870;1973;110;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1301;1840;3141;3 YEARS;;1553;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
14871;1974;113;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2646;2646;;2646;2646;INDEFINITE;;65;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14872;1961;166;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1427;1454;2881;1336;1617;2953;INDEFINITE;2176;2061;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14873;1991;86;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1691;1967;3658;1691;1967;3658;INDEFINITE;784;784;FALSE;TRUE;TRUE;UTRECHT;FALSE
14874;1983;165;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3196;720;3916;3196;720;3916;INDEFINITE;2506;2506;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14875;2000;131;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
14876;2019;94;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1734;1805;3539;1734;1805;3539;1 YEAR;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14877;1978;130;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3532;937;4469;3532;937;4469;INDEFINITE;1201;1201;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14878;1986;87;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;677;933;1610;677;933;1610;INDEFINITE;698;698;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14879;1962;85;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;739;739;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
14880;1995;148;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2818;2399;5217;2818;2399;5217;4 YEARS;1292;1292;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14881;1970;159;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;0;0;;0;0;3 YEARS;1717;1501;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14882;1993;112;64;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1960;2589;4549;1960;2589;4549;3 YEARS;797;797;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14883;1972;127;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1815;2201;4016;1815;2201;4016;INDEFINITE;640;640;FALSE;TRUE;TRUE;GELDERLAND;FALSE
14884;1991;153;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1538;1376;2914;21;18;39;INDEFINITE;2173;2173;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14885;1967;74;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;721;775;1496;721;775;1496;INDEFINITE;;;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14886;1979;126;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;3657;4572;8229;;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
14887;1981;198;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;2009;2009;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14888;1940;91;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3319;3280;6599;2247;2198;4445;3 YEARS;1531;1402;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14889;1998;81;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;FALSE;FALSE;TRUE;UTRECHT;FALSE
14890;1986;87;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1057;996;2053;1057;996;2053;INDEFINITE;1566;1566;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14891;1984;38;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;1080;1080;FALSE;FALSE;TRUE;NOORD-HOLLAND;FALSE
14892;1901;100;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;3823;2610;6433;3823;2610;6433;1 YEAR;3072;3072;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14893;1996;70;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;835;897;1732;835;897;1732;3 YEARS;149;149;FALSE;TRUE;FALSE;ZUID-HOLLAND;FALSE
14894;1989;226;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1820;1856;3676;1735;1825;3560;3 YEARS;2189;2189;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14895;2007;124;68;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1380;1981;3361;1380;1981;3361;INDEFINITE;1347;1347;FALSE;TRUE;TRUE;NOORD-BRABANT;FALSE
14896;1985;71;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;806;806;;806;806;INDEFINITE;366;366;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14897;1967;98;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;1571;1958;3529;;;1478;FALSE;FALSE;TRUE;ZUID-HOLLAND;FALSE
14898;1997;83;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;464;391;855;464;391;855;INDEFINITE;459;459;FALSE;TRUE;FALSE;ZUID-HOLLAND;FALSE
14899;1915;90;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;820;1151;1971;820;1151;1971;3 YEARS;707;707;FALSE;TRUE;TRUE;UTRECHT;FALSE
14900;1995;93;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;555;607;1162;555;607;1162;3 YEARS;523;523;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14901;2007;130;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1378;1737;3115;1378;1737;3115;INDEFINITE;2585;2585;FALSE;TRUE;TRUE;GELDERLAND;FALSE
14902;1890;83;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;605;625;1230;605;625;1230;INDEFINITE;740;740;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14903;1951;97;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;2402;2402;;2402;2402;INDEFINITE;1405;1405;FALSE;TRUE;TRUE;FRIESLAND;FALSE
14904;1967;75;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;0;4148;4148;0;4148;4148;INDEFINITE;1966;1966;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14905;1995;109;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;616;950;1566;616;950;1566;INDEFINITE;1253;1253;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14906;1959;49;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;226;1235;1235;;1235;1235;3 YEARS;186;186;FALSE;TRUE;TRUE;ZUID-HOLLAND;FALSE
14907;1978;126;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;;877;877;FALSE;FALSE;TRUE;NOORD-BRABANT;FALSE
14908;2017;106;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;2268;805;2770;1008;805;1813;INDEFINITE;528;528;FALSE;TRUE;TRUE;UTRECHT;FALSE
14909;1986;100;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;759;3299;3299;759;1401;2160;4 YEARS;664;664;FALSE;FALSE;TRUE;GELDERLAND;FALSE
